epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,2108.89,1.58483,1.93543,1.53309,1.65729,0.48865,0.47368,0.44108,0.1723,0.45568,0.47368,0.42654,0.1536,2.01772,2.01486,2.33884,2.08819,0.00167132,0.00167132,0.00167132
85,2133.52,1.65161,1.97685,1.57626,1.70328,0.44904,0.52632,0.43917,0.18599,0.43339,0.48323,0.43302,0.15791,1.92663,1.9685,2.52985,2.0271,0.00166736,0.00166736,0.00166736
86,2159.39,1.66103,1.89361,1.56372,1.71792,0.44626,0.39474,0.44484,0.19741,0.36021,0.45943,0.42311,0.17188,2.03572,2.00471,1.95525,2.04642,0.0016634,0.0016634,0.0016634
87,2183.5,1.64599,1.96185,1.52094,1.68451,0.4858,0.42105,0.42324,0.16637,0.44927,0.55263,0.45673,0.1743,2.20463,2.0942,2.0895,2.1808,0.00165944,0.00165944,0.00165944
88,2207.26,1.65648,1.85875,1.48111,1.65776,0.34865,0.60526,0.38611,0.1667,0.32724,0.60526,0.38955,0.17015,1.90824,1.92318,1.9766,2.0415,0.00165548,0.00165548,0.00165548
89,2231.65,1.69022,1.89504,1.52821,1.69526,0.42091,0.36842,0.4065,0.19515,0.45098,0.39474,0.49037,0.17639,1.9757,1.91922,2.12454,2.00502,0.00165152,0.00165152,0.00165152
90,2256.3,1.62983,1.8597,1.50196,1.6664,0.78783,0.29336,0.45628,0.22531,0.85805,0.31579,0.50588,0.18145,2.03085,2.03285,2.10277,2.04988,0.00164756,0.00164756,0.00164756
91,2280.27,1.61398,1.89776,1.49201,1.64495,0.40753,0.57895,0.54811,0.23608,0.63599,0.39474,0.5167,0.18602,1.94125,2.15939,1.88818,2.01908,0.0016436,0.0016436,0.0016436
92,2303.66,1.66106,1.87912,1.46486,1.66666,0.65916,0.42105,0.49512,0.23229,0.69234,0.44737,0.53199,0.20101,1.85877,1.97864,2.31723,1.91085,0.00163964,0.00163964,0.00163964
93,2329.31,1.62135,1.9382,1.51028,1.66765,0.57515,0.53454,0.51229,0.24243,0.54683,0.50822,0.48239,0.19,1.8107,1.94309,1.95925,1.91535,0.00163568,0.00163568,0.00163568
94,2353.71,1.58947,1.9149,1.50128,1.66107,0.46215,0.57895,0.48784,0.23858,0.5722,0.42243,0.50133,0.209,1.7658,1.96317,2.13359,1.85227,0.00163172,0.00163172,0.00163172
95,2378.88,1.68645,1.98135,1.6659,1.72787,0.76531,0.31579,0.47767,0.22836,0.76947,0.31579,0.47395,0.18972,1.84488,1.97018,1.97691,1.91008,0.00162776,0.00162776,0.00162776
96,2403.05,1.56999,1.86537,1.50497,1.61247,0.49323,0.44737,0.47663,0.25588,0.52224,0.47368,0.484,0.19954,1.95045,1.87233,1.97718,1.82758,0.0016238,0.0016238,0.0016238
97,2429.97,1.59013,1.84162,1.48729,1.62358,0.44276,0.41826,0.39791,0.18794,0.49591,0.42105,0.41442,0.17619,1.84556,1.88689,2.14299,1.89894,0.00161984,0.00161984,0.00161984
98,2454.47,1.59746,1.8806,1.48838,1.64684,0.55931,0.47368,0.49666,0.21352,0.50212,0.47368,0.47864,0.1556,1.95825,1.97946,1.99271,1.93066,0.00161588,0.00161588,0.00161588
99,2478.35,1.59812,1.8602,1.4587,1.62412,0.57104,0.5255,0.58079,0.27156,0.53968,0.49379,0.5612,0.22234,1.93681,1.97366,2.00753,1.91598,0.00161192,0.00161192,0.00161192
100,2504.05,1.52851,1.81069,1.43148,1.59121,0.5624,0.47368,0.52269,0.25908,0.52236,0.44737,0.48781,0.21282,1.90053,1.88622,2.20278,1.89336,0.00160796,0.00160796,0.00160796
101,2527.43,1.56305,1.81276,1.4192,1.64051,0.45822,0.55263,0.4926,0.22084,0.41416,0.5,0.4328,0.1688,1.85238,1.92784,1.98287,1.86262,0.001604,0.001604,0.001604
102,2551.6,1.55515,1.84161,1.36706,1.60605,0.40786,0.34211,0.41742,0.22639,0.43924,0.36842,0.4237,0.17857,1.78577,1.90381,2.0166,1.86954,0.00160004,0.00160004,0.00160004
103,2576.47,1.53882,1.78255,1.41101,1.5946,0.5666,0.42105,0.4643,0.21456,0.51782,0.39474,0.44863,0.17201,1.91335,1.87858,2.13263,1.99054,0.00159608,0.00159608,0.00159608
104,2601.8,1.58295,1.86401,1.45992,1.65171,0.51003,0.60526,0.50859,0.20636,0.48241,0.57895,0.4724,0.18069,2.20337,2.07564,1.94903,2.09981,0.00159212,0.00159212,0.00159212
105,2625.79,1.64207,1.8186,1.45504,1.61998,0.52128,0.71647,0.66361,0.28919,0.52128,0.71647,0.64794,0.23432,2.00618,2.00515,1.65672,2.00152,0.00158816,0.00158816,0.00158816
106,2651.38,1.54221,1.78164,1.43452,1.66034,0.4436,0.65051,0.53495,0.24582,0.44822,0.63158,0.54093,0.23785,1.86922,2.0757,1.78419,1.90707,0.0015842,0.0015842,0.0015842
107,2676.71,1.61817,1.87908,1.52294,1.69553,0.58779,0.45038,0.50343,0.23249,0.46864,0.60526,0.50945,0.21648,1.90096,1.96048,1.91859,1.9785,0.00158024,0.00158024,0.00158024
108,2701.47,1.55171,1.87449,1.40912,1.60023,0.46291,0.47636,0.46825,0.20998,0.47321,0.55263,0.44437,0.17421,1.96772,1.97751,2.01837,1.9601,0.00157628,0.00157628,0.00157628
109,2725.78,1.5798,1.92634,1.4643,1.5626,0.54982,0.54651,0.52341,0.22755,0.50999,0.44737,0.47823,0.16898,1.99585,2.06715,1.91168,2.02815,0.00157232,0.00157232,0.00157232
110,2750.8,1.53642,1.92429,1.4232,1.62494,0.54408,0.52632,0.50685,0.23036,0.51687,0.5,0.49271,0.16831,1.86476,1.8895,1.90061,2.02425,0.00156836,0.00156836,0.00156836
111,2776.01,1.53044,1.83993,1.45578,1.58983,0.48852,0.55263,0.48494,0.22298,0.45605,0.52632,0.47316,0.17106,2.0232,1.96054,1.87344,2.07493,0.0015644,0.0015644,0.0015644
112,2800.16,1.4835,1.82625,1.41789,1.56687,0.41297,0.55544,0.47487,0.21709,0.39958,0.55263,0.46708,0.17016,2.01193,1.91192,1.84788,2.01248,0.00156044,0.00156044,0.00156044
113,2824.49,1.48683,1.81843,1.30908,1.54838,0.60391,0.52172,0.54822,0.24139,0.49455,0.48939,0.4854,0.21472,2.03063,1.88823,1.89457,2.03667,0.00155648,0.00155648,0.00155648
114,2849.64,1.57854,1.81489,1.3126,1.6294,0.76169,0.44737,0.55777,0.25084,0.61217,0.42105,0.55246,0.20731,2.02156,1.95233,1.94041,2.024,0.00155252,0.00155252,0.00155252
115,2874.72,1.51226,1.80206,1.30782,1.57411,0.45342,0.56772,0.50984,0.24681,0.44529,0.55263,0.4904,0.2054,1.87163,1.85195,1.94658,1.87351,0.00154856,0.00154856,0.00154856
116,2898.59,1.49555,1.76483,1.33137,1.55487,0.4493,0.52632,0.54248,0.27399,0.43401,0.55263,0.52049,0.2266,1.87321,1.81042,1.82648,1.92255,0.0015446,0.0015446,0.0015446
117,2923.06,1.514,1.90123,1.33472,1.58504,0.51869,0.57895,0.54578,0.25419,0.51869,0.57895,0.54863,0.19495,1.97631,1.93738,1.9363,1.95426,0.00154064,0.00154064,0.00154064
118,2948.54,1.49034,1.78964,1.25287,1.56369,0.4916,0.55263,0.54043,0.23706,0.46482,0.57151,0.49312,0.18049,1.99372,1.90616,1.8497,1.99472,0.00153668,0.00153668,0.00153668
119,2972.82,1.52518,1.89893,1.37909,1.59364,0.51538,0.5,0.56097,0.24346,0.41549,0.57895,0.49743,0.20484,2.05167,1.95409,1.68384,2.01897,0.00153272,0.00153272,0.00153272
120,2996.94,1.57958,1.8438,1.37778,1.63152,0.44672,0.65789,0.53195,0.25975,0.46953,0.65789,0.54492,0.20791,1.93698,1.93464,1.82211,2.04357,0.00152876,0.00152876,0.00152876
121,3021.82,1.49993,1.75764,1.35657,1.59601,0.58629,0.42105,0.50529,0.22666,0.58629,0.42105,0.50623,0.20096,2.00702,1.91304,1.89054,2.01264,0.0015248,0.0015248,0.0015248
122,3047.34,1.43902,1.78585,1.33491,1.55031,0.65621,0.55254,0.60245,0.29,0.64392,0.55263,0.58044,0.23162,1.9957,1.85332,1.73537,1.97932,0.00152084,0.00152084,0.00152084
123,3071.5,1.44145,1.68933,1.21886,1.56445,0.44918,0.49369,0.47067,0.20999,0.43655,0.52632,0.49642,0.21216,2.09771,1.80955,1.95104,2.01051,0.00151688,0.00151688,0.00151688
124,3095.23,1.52213,1.77539,1.27743,1.55332,0.3305,0.5,0.38532,0.1624,0.36529,0.55263,0.4165,0.1464,1.93931,1.86587,2.0413,1.94059,0.00151292,0.00151292,0.00151292
125,3119.54,1.54279,1.81955,1.33774,1.56864,0.34518,0.65789,0.50223,0.22811,0.33338,0.64497,0.47372,0.17966,1.92,1.98479,1.79268,1.92662,0.00150896,0.00150896,0.00150896
126,3143.45,1.53469,1.80764,1.34097,1.538,0.62674,0.47368,0.56098,0.26179,0.48058,0.52632,0.54465,0.22147,1.88894,1.87758,1.72888,1.89433,0.001505,0.001505,0.001505
127,3166.96,1.55086,1.88152,1.29784,1.56455,0.59627,0.63158,0.6142,0.30286,0.57363,0.60526,0.59174,0.2306,1.88273,1.88946,1.77443,1.89774,0.00150104,0.00150104,0.00150104
128,3190.63,1.44848,1.77994,1.2158,1.50957,0.43077,0.55263,0.54646,0.27406,0.43077,0.55263,0.54362,0.22474,1.98028,1.99681,1.85858,1.93969,0.00149708,0.00149708,0.00149708
129,3214.69,1.46695,1.66518,1.31748,1.5413,0.65116,0.63158,0.62954,0.31491,0.59689,0.57895,0.61062,0.25519,1.88886,1.96215,1.57906,1.91697,0.00149312,0.00149312,0.00149312
130,3240.88,1.41331,1.7407,1.31529,1.51492,0.46073,0.60526,0.52271,0.26247,0.44376,0.57895,0.51381,0.22196,1.94358,2.01523,1.95088,1.98364,0.00148916,0.00148916,0.00148916
131,3264.54,1.39178,1.81349,1.30365,1.47716,0.3762,0.57895,0.45652,0.21481,0.41206,0.57895,0.48189,0.19703,1.97659,2.03509,1.89375,2.01476,0.0014852,0.0014852,0.0014852
132,3289.29,1.38053,1.76586,1.21042,1.49844,0.39727,0.60526,0.44457,0.21118,0.4118,0.55263,0.45905,0.20286,2.05132,1.89485,1.90937,2.0508,0.00148124,0.00148124,0.00148124
133,3313.43,1.4568,1.78768,1.2645,1.56384,0.46332,0.52632,0.5649,0.23783,0.80096,0.36842,0.57061,0.21946,2.01519,1.92654,1.92423,1.94272,0.00147728,0.00147728,0.00147728
134,3337.69,1.43857,1.7927,1.28127,1.52986,0.65255,0.65789,0.666,0.29573,0.58506,0.63158,0.64826,0.23714,1.86632,1.77343,1.59056,1.87742,0.00147332,0.00147332,0.00147332
135,3362.46,1.41889,1.77872,1.21489,1.49665,0.45612,0.60526,0.55648,0.29045,0.43334,0.57895,0.54582,0.24417,1.82327,1.76407,1.85812,1.80623,0.00146936,0.00146936,0.00146936
136,3387.77,1.46423,1.79517,1.26737,1.50023,0.5057,0.45787,0.51519,0.26041,0.46574,0.52632,0.51728,0.22808,1.8691,1.94965,1.90635,1.89961,0.0014654,0.0014654,0.0014654
137,3411.75,1.41196,1.69683,1.20248,1.49302,0.47302,0.73232,0.61093,0.28118,0.53529,0.5,0.58319,0.22632,1.8567,1.8568,1.6952,1.88932,0.00146144,0.00146144,0.00146144
138,3435.67,1.31252,1.59971,1.11485,1.41551,0.53444,0.71053,0.68122,0.34013,0.65129,0.57895,0.65971,0.29341,1.78333,1.71802,1.48043,1.78767,0.00145748,0.00145748,0.00145748
139,3462.1,1.37956,1.70954,1.15367,1.45742,0.44353,0.63158,0.53656,0.249,0.44679,0.63158,0.58889,0.22991,1.88421,1.82388,1.77484,1.8717,0.00145352,0.00145352,0.00145352
140,3487.26,1.40701,1.73486,1.20822,1.48399,0.77467,0.55263,0.69994,0.32154,0.67392,0.52632,0.6772,0.25774,1.84642,1.74215,1.59129,1.93676,0.00144956,0.00144956,0.00144956
141,3511.63,1.4094,1.74346,1.18999,1.47477,0.57538,0.55263,0.57865,0.25835,0.57024,0.55263,0.60113,0.23513,1.82962,1.77813,1.685,1.95297,0.0014456,0.0014456,0.0014456
142,3535.77,1.37125,1.67288,1.16702,1.47732,0.77668,0.45788,0.66011,0.29653,0.73887,0.4468,0.62308,0.2388,1.95868,1.81321,1.6126,1.96177,0.00144164,0.00144164,0.00144164
143,3560.65,1.32407,1.67241,1.09879,1.44108,0.44927,0.57895,0.55723,0.2352,0.44851,0.52632,0.5295,0.19324,1.99255,1.88154,1.70612,1.99385,0.00143768,0.00143768,0.00143768
144,3586.22,1.37201,1.7002,1.12389,1.4899,0.61261,0.65789,0.60083,0.26715,0.5881,0.63158,0.60284,0.25893,2.02642,1.91748,1.65726,2.03966,0.00143372,0.00143372,0.00143372
145,3611.19,1.42182,1.75434,1.16775,1.49306,0.53414,0.63366,0.64275,0.28716,0.5517,0.60526,0.61715,0.25223,2.0231,2.00868,1.64989,2.02704,0.00142976,0.00142976,0.00142976
146,3635.63,1.40332,1.7363,1.15883,1.45201,0.58987,0.68421,0.64137,0.30148,0.52461,0.63158,0.58398,0.23376,2.0077,1.97457,1.61843,2.02958,0.0014258,0.0014258,0.0014258
147,3660.87,1.35323,1.69261,1.13862,1.43615,0.50356,0.66746,0.61986,0.30259,0.52724,0.63158,0.5642,0.22645,1.88658,1.93585,1.6734,1.8868,0.00142184,0.00142184,0.00142184
148,3686.28,1.33539,1.65965,1.11938,1.4336,0.6065,0.55263,0.67637,0.34161,0.6205,0.55263,0.66226,0.26725,2.00005,1.92832,1.50692,1.99052,0.00141788,0.00141788,0.00141788
149,3710.64,1.40494,1.70255,1.19755,1.46874,0.3523,0.78947,0.51542,0.22396,0.47034,0.44737,0.51632,0.1968,1.99496,2.0075,1.84375,2.1093,0.00141392,0.00141392,0.00141392
150,3735.13,1.35198,1.70026,1.15013,1.4496,0.5289,0.71053,0.58015,0.29746,0.50931,0.68421,0.55506,0.23618,1.87272,1.8767,1.48365,1.9482,0.00140996,0.00140996,0.00140996
151,3760.52,1.40606,1.74252,1.20772,1.534,0.63187,0.5,0.6036,0.32405,0.70437,0.50166,0.59738,0.25006,1.79821,2.09434,1.6554,1.90309,0.001406,0.001406,0.001406
152,3785.9,1.36508,1.66282,1.17781,1.43906,0.69964,0.57895,0.63686,0.30227,0.74426,0.55263,0.63472,0.25208,1.76007,1.90748,1.70591,1.83478,0.00140204,0.00140204,0.00140204
153,3810.2,1.32216,1.67057,1.12624,1.48391,0.47218,0.5,0.57104,0.25286,0.49509,0.54203,0.56071,0.23676,2.02453,1.91938,1.7784,1.94203,0.00139808,0.00139808,0.00139808
154,3834.53,1.42476,1.82072,1.21999,1.47477,0.4317,0.5,0.49668,0.23797,0.41916,0.52632,0.48329,0.21348,2.01394,1.89659,1.93162,2.00161,0.00139412,0.00139412,0.00139412
155,3859.17,1.38214,1.72488,1.19049,1.4606,0.4181,0.68421,0.51724,0.2437,0.45511,0.68421,0.52612,0.19863,1.82246,1.84623,1.73369,1.86356,0.00139016,0.00139016,0.00139016
156,3884.45,1.32377,1.58386,1.15645,1.47595,0.4485,0.73684,0.48915,0.2366,0.43532,0.71053,0.47844,0.18476,1.83229,1.93562,1.67975,1.92853,0.0013862,0.0013862,0.0013862
157,3908.6,1.33968,1.66042,1.15068,1.43283,0.50806,0.68421,0.52817,0.2379,0.51471,0.60526,0.52091,0.20617,2.00768,1.96874,1.86003,1.95095,0.00138224,0.00138224,0.00138224
158,3933.21,1.42187,1.75253,1.1359,1.48537,0.38989,0.70636,0.54685,0.28357,0.60881,0.4506,0.54657,0.22691,1.86168,1.92918,1.65438,1.92604,0.00137828,0.00137828,0.00137828
159,3958.68,1.4001,1.78071,1.17322,1.44925,0.79061,0.57895,0.71174,0.37437,0.75467,0.55263,0.6556,0.23283,1.83579,1.86182,1.62874,1.85709,0.00137432,0.00137432,0.00137432
160,3982.26,1.29759,1.67749,1.12393,1.41933,0.678,0.63158,0.6649,0.36776,0.6038,0.60526,0.65643,0.25344,1.79361,1.97004,1.45508,1.88461,0.00137036,0.00137036,0.00137036
161,4005.98,1.33727,1.6693,1.10246,1.42309,0.53884,0.52632,0.56269,0.26635,0.45899,0.60526,0.49773,0.18889,1.88049,2.05466,1.79263,1.95583,0.0013664,0.0013664,0.0013664
162,4030.03,1.30611,1.72889,1.10063,1.41653,0.58909,0.64151,0.63756,0.31278,0.56924,0.63158,0.62177,0.22943,1.84144,1.93835,1.62834,1.8919,0.00136244,0.00136244,0.00136244
163,4054.46,1.29271,1.69299,1.02922,1.4079,0.4137,0.66858,0.55739,0.28236,0.58279,0.47368,0.53812,0.22533,1.9398,1.94606,1.79793,1.98382,0.00135848,0.00135848,0.00135848
164,4077.91,1.26747,1.75949,1.00691,1.34991,0.45103,0.71053,0.59281,0.32726,0.6594,0.45876,0.57888,0.2677,1.7836,1.8546,1.63245,1.86978,0.00135452,0.00135452,0.00135452
165,4101.51,1.30565,1.58301,1.10946,1.43955,0.61612,0.67592,0.66644,0.33241,0.62056,0.64576,0.66525,0.26256,1.75894,1.8374,1.60005,1.85907,0.00135056,0.00135056,0.00135056
166,4125.92,1.24458,1.59108,0.99357,1.34122,0.67546,0.57895,0.64161,0.32979,0.71965,0.5,0.63996,0.27404,1.74463,1.77835,1.76011,1.84531,0.0013466,0.0013466,0.0013466
167,4150.2,1.30085,1.68089,1.10403,1.41294,0.64539,0.42105,0.60314,0.31385,0.67452,0.44737,0.63136,0.29035,1.80314,1.91683,1.69419,1.94762,0.00134264,0.00134264,0.00134264
168,4173.57,1.28494,1.5872,1.06781,1.42657,0.58451,0.62941,0.64181,0.3324,0.58647,0.55263,0.5794,0.25512,1.76638,2.04138,1.48224,1.85856,0.00133868,0.00133868,0.00133868
